"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0100000US","United States","334922499","*****",
"0400000US17","Illinois","12694798","*****",
"1400000US17031320101","Census Tract 3201.01; Cook County; Illinois","8972","1366",
"1400000US17031320102","Census Tract 3201.02; Cook County; Illinois","5040","543",
"1400000US17031320400","Census Tract 3204; Cook County; Illinois","3530","337",
"1400000US17031320600","Census Tract 3206; Cook County; Illinois","6262","575",
"1400000US17031330101","Census Tract 3301.01; Cook County; Illinois","4821","1078",
"1400000US17031330102","Census Tract 3301.02; Cook County; Illinois","11992","2019",
"1400000US17031330103","Census Tract 3301.03; Cook County; Illinois","8408","898",
"1400000US17031330200","Census Tract 3302; Cook County; Illinois","3981","571",
"1400000US17031340300","Census Tract 3403; Cook County; Illinois","1720","346",
"1400000US17031340400","Census Tract 3404; Cook County; Illinois","1702","312",
"1400000US17031340500","Census Tract 3405; Cook County; Illinois","1672","204",
"1400000US17031340600","Census Tract 3406; Cook County; Illinois","1430","472",
"1400000US17031350100","Census Tract 3501; Cook County; Illinois","2435","541",
"1400000US17031350400","Census Tract 3504; Cook County; Illinois","1457","379",
"1400000US17031351000","Census Tract 3510; Cook County; Illinois","4259","529",
"1400000US17031351100","Census Tract 3511; Cook County; Illinois","2000","537",
"1400000US17031351400","Census Tract 3514; Cook County; Illinois","1387","401",
"1400000US17031351500","Census Tract 3515; Cook County; Illinois","973","133",
"1400000US17031360200","Census Tract 3602; Cook County; Illinois","1900","652",
"1400000US17031380100","Census Tract 3801; Cook County; Illinois","1787","386",
"1400000US17031380200","Census Tract 3802; Cook County; Illinois","1689","373",
"1400000US17031380600","Census Tract 3806; Cook County; Illinois","4952","881",
"1400000US17031381200","Census Tract 3812; Cook County; Illinois","1952","433",
"1400000US17031381400","Census Tract 3814; Cook County; Illinois","1579","351",
"1400000US17031381500","Census Tract 3815; Cook County; Illinois","669","163",
"1400000US17031381700","Census Tract 3817; Cook County; Illinois","0","13",
"1400000US17031381800","Census Tract 3818; Cook County; Illinois","1448","351",
"1400000US17031381900","Census Tract 3819; Cook County; Illinois","1324","296",
"1400000US17031390100","Census Tract 3901; Cook County; Illinois","1887","402",
"1400000US17031390200","Census Tract 3902; Cook County; Illinois","2012","300",
"1400000US17031390300","Census Tract 3903; Cook County; Illinois","2531","467",
"1400000US17031390400","Census Tract 3904; Cook County; Illinois","2499","445",
"1400000US17031390500","Census Tract 3905; Cook County; Illinois","1753","217",
"1400000US17031390600","Census Tract 3906; Cook County; Illinois","1898","333",
"1400000US17031390700","Census Tract 3907; Cook County; Illinois","5837","869",
"1400000US17031400300","Census Tract 4003; Cook County; Illinois","1311","308",
"1400000US17031400400","Census Tract 4004; Cook County; Illinois","2059","444",
"1400000US17031400500","Census Tract 4005; Cook County; Illinois","2308","474",
"1400000US17031400800","Census Tract 4008; Cook County; Illinois","2909","637",
"1400000US17031410100","Census Tract 4101; Cook County; Illinois","2287","369",
"1400000US17031410200","Census Tract 4102; Cook County; Illinois","1133","199",
"1400000US17031410500","Census Tract 4105; Cook County; Illinois","2887","439",
"1400000US17031410600","Census Tract 4106; Cook County; Illinois","2600","357",
"1400000US17031410700","Census Tract 4107; Cook County; Illinois","2494","451",
"1400000US17031410800","Census Tract 4108; Cook County; Illinois","2770","482",
"1400000US17031410900","Census Tract 4109; Cook County; Illinois","3693","528",
"1400000US17031411000","Census Tract 4110; Cook County; Illinois","4548","977",
"1400000US17031411100","Census Tract 4111; Cook County; Illinois","2359","291",
"1400000US17031411200","Census Tract 4112; Cook County; Illinois","1698","187",
"1400000US17031420100","Census Tract 4201; Cook County; Illinois","1431","283",
"1400000US17031420200","Census Tract 4202; Cook County; Illinois","2011","368",
"1400000US17031420300","Census Tract 4203; Cook County; Illinois","2511","331",
"1400000US17031420400","Census Tract 4204; Cook County; Illinois","1463","229",
"1400000US17031420500","Census Tract 4205; Cook County; Illinois","1751","531",
"1400000US17031420600","Census Tract 4206; Cook County; Illinois","2980","646",
"1400000US17031420700","Census Tract 4207; Cook County; Illinois","2424","515",
"1400000US17031420800","Census Tract 4208; Cook County; Illinois","2146","565",
"1400000US17031421200","Census Tract 4212; Cook County; Illinois","2049","1348",
"1400000US17031430101","Census Tract 4301.01; Cook County; Illinois","3776","772",
"1400000US17031430102","Census Tract 4301.02; Cook County; Illinois","3582","806",
"1400000US17031430200","Census Tract 4302; Cook County; Illinois","5792","1102",
"1400000US17031430300","Census Tract 4303; Cook County; Illinois","2708","550",
"1400000US17031430400","Census Tract 4304; Cook County; Illinois","3014","507",
"1400000US17031430500","Census Tract 4305; Cook County; Illinois","3531","724",
"1400000US17031430600","Census Tract 4306; Cook County; Illinois","1722","489",
"1400000US17031430700","Census Tract 4307; Cook County; Illinois","1983","333",
"1400000US17031430800","Census Tract 4308; Cook County; Illinois","1935","326",
"1400000US17031430900","Census Tract 4309; Cook County; Illinois","1541","320",
"1400000US17031431200","Census Tract 4312; Cook County; Illinois","2892","491",
"1400000US17031431301","Census Tract 4313.01; Cook County; Illinois","3702","778",
"1400000US17031431302","Census Tract 4313.02; Cook County; Illinois","3463","1155",
"1400000US17031431400","Census Tract 4314; Cook County; Illinois","6850","889",
"1400000US17031440101","Census Tract 4401.01; Cook County; Illinois","3582","595",
"1400000US17031440102","Census Tract 4401.02; Cook County; Illinois","3185","469",
"1400000US17031440201","Census Tract 4402.01; Cook County; Illinois","5310","1429",
"1400000US17031440202","Census Tract 4402.02; Cook County; Illinois","2608","310",
"1400000US17031440300","Census Tract 4403; Cook County; Illinois","4400","973",
"1400000US17031440600","Census Tract 4406; Cook County; Illinois","1957","453",
"1400000US17031440700","Census Tract 4407; Cook County; Illinois","1428","529",
"1400000US17031440800","Census Tract 4408; Cook County; Illinois","1977","537",
"1400000US17031440900","Census Tract 4409; Cook County; Illinois","2593","453",
"1400000US17031450300","Census Tract 4503; Cook County; Illinois","2968","521",
"1400000US17031460100","Census Tract 4601; Cook County; Illinois","2351","405",
"1400000US17031460200","Census Tract 4602; Cook County; Illinois","2196","532",
"1400000US17031460301","Census Tract 4603.01; Cook County; Illinois","2721","705",
"1400000US17031460302","Census Tract 4603.02; Cook County; Illinois","3309","874",
"1400000US17031460400","Census Tract 4604; Cook County; Illinois","3817","744",
"1400000US17031460500","Census Tract 4605; Cook County; Illinois","4954","970",
"1400000US17031460800","Census Tract 4608; Cook County; Illinois","4257","838",
"1400000US17031461000","Census Tract 4610; Cook County; Illinois","1230","297",
"1400000US17031470100","Census Tract 4701; Cook County; Illinois","2304","520",
"1400000US17031480100","Census Tract 4801; Cook County; Illinois","1989","295",
"1400000US17031480200","Census Tract 4802; Cook County; Illinois","1029","228",
"1400000US17031480300","Census Tract 4803; Cook County; Illinois","1296","287",
"1400000US17031480400","Census Tract 4804; Cook County; Illinois","4084","907",
"1400000US17031480500","Census Tract 4805; Cook County; Illinois","2831","589",
"1400000US17031490200","Census Tract 4902; Cook County; Illinois","2879","535",
"1400000US17031490500","Census Tract 4905; Cook County; Illinois","1971","396",
"1400000US17031490600","Census Tract 4906; Cook County; Illinois","1344","217",
"1400000US17031490700","Census Tract 4907; Cook County; Illinois","2494","577",
"1400000US17031490800","Census Tract 4908; Cook County; Illinois","3573","803",
"1400000US17031490901","Census Tract 4909.01; Cook County; Illinois","2758","570",
"1400000US17031490902","Census Tract 4909.02; Cook County; Illinois","4725","963",
"1400000US17031491000","Census Tract 4910; Cook County; Illinois","3412","809",
"1400000US17031491100","Census Tract 4911; Cook County; Illinois","4062","560",
"1400000US17031491200","Census Tract 4912; Cook County; Illinois","1848","406",
"1400000US17031491300","Census Tract 4913; Cook County; Illinois","2025","466",
"1400000US17031491400","Census Tract 4914; Cook County; Illinois","2515","731",
"1400000US17031500100","Census Tract 5001; Cook County; Illinois","3283","588",
"1400000US17031500200","Census Tract 5002; Cook County; Illinois","1769","467",
"1400000US17031500300","Census Tract 5003; Cook County; Illinois","1692","236",
"1400000US17031510100","Census Tract 5101; Cook County; Illinois","3129","698",
"1400000US17031510200","Census Tract 5102; Cook County; Illinois","2985","606",
"1400000US17031510300","Census Tract 5103; Cook County; Illinois","4344","1225",
"1400000US17031520100","Census Tract 5201; Cook County; Illinois","1816","546",
"1400000US17031520200","Census Tract 5202; Cook County; Illinois","3485","675",
"1400000US17031520300","Census Tract 5203; Cook County; Illinois","6186","799",
"1400000US17031520400","Census Tract 5204; Cook County; Illinois","3589","931",
"1400000US17031520500","Census Tract 5205; Cook County; Illinois","4908","954",
"1400000US17031520600","Census Tract 5206; Cook County; Illinois","2703","509",
"1400000US17031530100","Census Tract 5301; Cook County; Illinois","1678","506",
"1400000US17031530200","Census Tract 5302; Cook County; Illinois","3779","727",
"1400000US17031530300","Census Tract 5303; Cook County; Illinois","3482","808",
"1400000US17031530400","Census Tract 5304; Cook County; Illinois","2102","505",
"1400000US17031530501","Census Tract 5305.01; Cook County; Illinois","5885","1764",
"1400000US17031530502","Census Tract 5305.02; Cook County; Illinois","1335","323",
"1400000US17031530503","Census Tract 5305.03; Cook County; Illinois","3668","808",
"1400000US17031530600","Census Tract 5306; Cook County; Illinois","2620","426",
"1400000US17031540101","Census Tract 5401.01; Cook County; Illinois","4115","745",
"1400000US17031540102","Census Tract 5401.02; Cook County; Illinois","3403","525",
"1400000US17031550100","Census Tract 5501; Cook County; Illinois","6161","1098",
"1400000US17031550200","Census Tract 5502; Cook County; Illinois","2692","682",
"1400000US17031560100","Census Tract 5601; Cook County; Illinois","1197","291",
"1400000US17031560200","Census Tract 5602; Cook County; Illinois","1716","278",
"1400000US17031560300","Census Tract 5603; Cook County; Illinois","3343","512",
"1400000US17031560400","Census Tract 5604; Cook County; Illinois","1438","220",
"1400000US17031560700","Census Tract 5607; Cook County; Illinois","3923","621",
"1400000US17031560800","Census Tract 5608; Cook County; Illinois","6415","1377",
"1400000US17031560900","Census Tract 5609; Cook County; Illinois","5175","547",
"1400000US17031561000","Census Tract 5610; Cook County; Illinois","5904","854",
"1400000US17031561100","Census Tract 5611; Cook County; Illinois","5564","574",
"1400000US17031570100","Census Tract 5701; Cook County; Illinois","1299","248",
"1400000US17031570200","Census Tract 5702; Cook County; Illinois","2111","355",
"1400000US17031570300","Census Tract 5703; Cook County; Illinois","5801","1378",
"1400000US17031570400","Census Tract 5704; Cook County; Illinois","1668","374",
"1400000US17031570500","Census Tract 5705; Cook County; Illinois","2535","340",
"1400000US17031580100","Census Tract 5801; Cook County; Illinois","2167","323",
"1400000US17031580200","Census Tract 5802; Cook County; Illinois","3049","985",
"1400000US17031580300","Census Tract 5803; Cook County; Illinois","2311","639",
"1400000US17031580400","Census Tract 5804; Cook County; Illinois","4236","761",
"1400000US17031580501","Census Tract 5805.01; Cook County; Illinois","4728","828",
"1400000US17031580502","Census Tract 5805.02; Cook County; Illinois","5304","599",
"1400000US17031580600","Census Tract 5806; Cook County; Illinois","5948","1010",
"1400000US17031580700","Census Tract 5807; Cook County; Illinois","5822","1361",
"1400000US17031580800","Census Tract 5808; Cook County; Illinois","2018","592",
"1400000US17031590500","Census Tract 5905; Cook County; Illinois","1630","241",
"1400000US17031590600","Census Tract 5906; Cook County; Illinois","3706","543",
"1400000US17031590700","Census Tract 5907; Cook County; Illinois","2544","683",
"1400000US17031600400","Census Tract 6004; Cook County; Illinois","4135","525",
"1400000US17031600600","Census Tract 6006; Cook County; Illinois","2668","555",
"1400000US17031600700","Census Tract 6007; Cook County; Illinois","3171","640",
"1400000US17031600900","Census Tract 6009; Cook County; Illinois","3742","730",
"1400000US17031610300","Census Tract 6103; Cook County; Illinois","5067","1432",
"1400000US17031610400","Census Tract 6104; Cook County; Illinois","2063","639",
"1400000US17031610800","Census Tract 6108; Cook County; Illinois","1584","279",
"1400000US17031611200","Census Tract 6112; Cook County; Illinois","2586","509",
"1400000US17031611300","Census Tract 6113; Cook County; Illinois","3365","796",
"1400000US17031611400","Census Tract 6114; Cook County; Illinois","3536","1014",
"1400000US17031611500","Census Tract 6115; Cook County; Illinois","3226","747",
"1400000US17031611600","Census Tract 6116; Cook County; Illinois","1464","405",
"1400000US17031611700","Census Tract 6117; Cook County; Illinois","1703","522",
"1400000US17031611800","Census Tract 6118; Cook County; Illinois","1353","248",
"1400000US17031611900","Census Tract 6119; Cook County; Illinois","1797","563",
"1400000US17031612000","Census Tract 6120; Cook County; Illinois","1214","310",
"1400000US17031612100","Census Tract 6121; Cook County; Illinois","961","208",
"1400000US17031612200","Census Tract 6122; Cook County; Illinois","4038","689",
"1400000US17031620100","Census Tract 6201; Cook County; Illinois","4814","1060",
"1400000US17031620200","Census Tract 6202; Cook County; Illinois","1947","384",
"1400000US17031620300","Census Tract 6203; Cook County; Illinois","6507","732",
"1400000US17031620400","Census Tract 6204; Cook County; Illinois","4633","903",
"1400000US17031630300","Census Tract 6303; Cook County; Illinois","5193","1047",
"1400000US17031630400","Census Tract 6304; Cook County; Illinois","7455","1013",
"1400000US17031630500","Census Tract 6305; Cook County; Illinois","6026","922",
"1400000US17031630600","Census Tract 6306; Cook County; Illinois","2864","515",
"1400000US17031630800","Census Tract 6308; Cook County; Illinois","5928","1223",
"1400000US17031630900","Census Tract 6309; Cook County; Illinois","3998","1023",
"1400000US17031640100","Census Tract 6401; Cook County; Illinois","1464","448",
"1400000US17031640300","Census Tract 6403; Cook County; Illinois","6158","1689",
"1400000US17031640400","Census Tract 6404; Cook County; Illinois","3306","647",
"1400000US17031640500","Census Tract 6405; Cook County; Illinois","4091","719",
"1400000US17031640600","Census Tract 6406; Cook County; Illinois","4042","585",
"1400000US17031640700","Census Tract 6407; Cook County; Illinois","3080","740",
"1400000US17031640800","Census Tract 6408; Cook County; Illinois","1488","296",
"1400000US17031650100","Census Tract 6501; Cook County; Illinois","4283","748",
"1400000US17031650200","Census Tract 6502; Cook County; Illinois","6782","1567",
"1400000US17031650301","Census Tract 6503.01; Cook County; Illinois","4696","579",
"1400000US17031650302","Census Tract 6503.02; Cook County; Illinois","5242","1120",
"1400000US17031650400","Census Tract 6504; Cook County; Illinois","6907","1635",
"1400000US17031650500","Census Tract 6505; Cook County; Illinois","4032","704",
"1400000US17031660301","Census Tract 6603.01; Cook County; Illinois","1818","481",
"1400000US17031660302","Census Tract 6603.02; Cook County; Illinois","4661","1053",
"1400000US17031660400","Census Tract 6604; Cook County; Illinois","4981","801",
"1400000US17031660500","Census Tract 6605; Cook County; Illinois","5650","1119",
"1400000US17031660600","Census Tract 6606; Cook County; Illinois","6533","1458",
"1400000US17031660700","Census Tract 6607; Cook County; Illinois","1561","405",
"1400000US17031660800","Census Tract 6608; Cook County; Illinois","5876","1353",
"1400000US17031660900","Census Tract 6609; Cook County; Illinois","5855","1162",
"1400000US17031661000","Census Tract 6610; Cook County; Illinois","4954","869",
"1400000US17031661100","Census Tract 6611; Cook County; Illinois","7052","929",
"1400000US17031670100","Census Tract 6701; Cook County; Illinois","1031","252",
"1400000US17031670200","Census Tract 6702; Cook County; Illinois","1355","344",
"1400000US17031670300","Census Tract 6703; Cook County; Illinois","1204","281",
"1400000US17031670400","Census Tract 6704; Cook County; Illinois","1746","463",
"1400000US17031670500","Census Tract 6705; Cook County; Illinois","1294","344",
"1400000US17031670600","Census Tract 6706; Cook County; Illinois","1232","338",
"1400000US17031670700","Census Tract 6707; Cook County; Illinois","720","210",
"1400000US17031670800","Census Tract 6708; Cook County; Illinois","1270","315",
"1400000US17031670900","Census Tract 6709; Cook County; Illinois","1414","584",
"1400000US17031671100","Census Tract 6711; Cook County; Illinois","1037","417",
"1400000US17031671200","Census Tract 6712; Cook County; Illinois","664","157",
"1400000US17031671300","Census Tract 6713; Cook County; Illinois","1714","323",
"1400000US17031671400","Census Tract 6714; Cook County; Illinois","1516","455",
"1400000US17031671500","Census Tract 6715; Cook County; Illinois","2451","635",
"1400000US17031671600","Census Tract 6716; Cook County; Illinois","1829","471",
"1400000US17031671800","Census Tract 6718; Cook County; Illinois","1329","342",
"1400000US17031671900","Census Tract 6719; Cook County; Illinois","1541","438",
"1400000US17031672000","Census Tract 6720; Cook County; Illinois","3787","873",
"1400000US17031680500","Census Tract 6805; Cook County; Illinois","1636","532",
"1400000US17031680600","Census Tract 6806; Cook County; Illinois","1205","495",
"1400000US17031680900","Census Tract 6809; Cook County; Illinois","3954","815",
"1400000US17031681000","Census Tract 6810; Cook County; Illinois","2410","569",
"1400000US17031681100","Census Tract 6811; Cook County; Illinois","2367","532",
"1400000US17031681200","Census Tract 6812; Cook County; Illinois","2139","598",
"1400000US17031681300","Census Tract 6813; Cook County; Illinois","2014","535",
"1400000US17031681400","Census Tract 6814; Cook County; Illinois","1811","361",
"1400000US17031690300","Census Tract 6903; Cook County; Illinois","1709","417",
"1400000US17031690400","Census Tract 6904; Cook County; Illinois","3319","604",
"1400000US17031690500","Census Tract 6905; Cook County; Illinois","704","272",
"1400000US17031690900","Census Tract 6909; Cook County; Illinois","3923","804",
"1400000US17031691000","Census Tract 6910; Cook County; Illinois","2572","541",
"1400000US17031691100","Census Tract 6911; Cook County; Illinois","2627","632",
"1400000US17031691200","Census Tract 6912; Cook County; Illinois","1878","320",
"1400000US17031691300","Census Tract 6913; Cook County; Illinois","2106","426",
"1400000US17031691400","Census Tract 6914; Cook County; Illinois","3323","658",
"1400000US17031691500","Census Tract 6915; Cook County; Illinois","1667","466",
"1400000US17031700100","Census Tract 7001; Cook County; Illinois","3380","679",
"1400000US17031700200","Census Tract 7002; Cook County; Illinois","6981","1024",
"1400000US17031700301","Census Tract 7003.01; Cook County; Illinois","6153","733",
"1400000US17031700302","Census Tract 7003.02; Cook County; Illinois","5587","692",
"1400000US17031700401","Census Tract 7004.01; Cook County; Illinois","6367","941",
"1400000US17031700402","Census Tract 7004.02; Cook County; Illinois","3297","421",
"1400000US17031700501","Census Tract 7005.01; Cook County; Illinois","6924","1383",
"1400000US17031700502","Census Tract 7005.02; Cook County; Illinois","3318","514",
"1400000US17031710100","Census Tract 7101; Cook County; Illinois","940","193",
"1400000US17031710200","Census Tract 7102; Cook County; Illinois","3676","711",
"1400000US17031710300","Census Tract 7103; Cook County; Illinois","1180","299",
"1400000US17031710400","Census Tract 7104; Cook County; Illinois","5212","1088",
"1400000US17031710500","Census Tract 7105; Cook County; Illinois","4305","1159",
"1400000US17031710600","Census Tract 7106; Cook County; Illinois","1658","300",
"1400000US17031710700","Census Tract 7107; Cook County; Illinois","2948","685",
"1400000US17031710800","Census Tract 7108; Cook County; Illinois","4867","982",
"1400000US17031710900","Census Tract 7109; Cook County; Illinois","2078","535",
"1400000US17031711000","Census Tract 7110; Cook County; Illinois","3419","820",
"1400000US17031711100","Census Tract 7111; Cook County; Illinois","2575","512",
"1400000US17031711200","Census Tract 7112; Cook County; Illinois","4626","1001",
"1400000US17031711300","Census Tract 7113; Cook County; Illinois","1506","336",
"1400000US17031711400","Census Tract 7114; Cook County; Illinois","2672","631",
"1400000US17031711500","Census Tract 7115; Cook County; Illinois","2117","356",
"1400000US17031720100","Census Tract 7201; Cook County; Illinois","3434","621",
"1400000US17031720200","Census Tract 7202; Cook County; Illinois","3868","699",
"1400000US17031720300","Census Tract 7203; Cook County; Illinois","3448","517",
"1400000US17031720400","Census Tract 7204; Cook County; Illinois","1927","265",
"1400000US17031720500","Census Tract 7205; Cook County; Illinois","1965","258",
"1400000US17031720600","Census Tract 7206; Cook County; Illinois","1944","293",
"1400000US17031720700","Census Tract 7207; Cook County; Illinois","2935","683",
"1400000US17031730100","Census Tract 7301; Cook County; Illinois","2236","380",
"1400000US17031730201","Census Tract 7302.01; Cook County; Illinois","5755","1202",
"1400000US17031730202","Census Tract 7302.02; Cook County; Illinois","2895","594",
"1400000US17031730300","Census Tract 7303; Cook County; Illinois","1079","302",
"1400000US17031730400","Census Tract 7304; Cook County; Illinois","3547","809",
"1400000US17031730500","Census Tract 7305; Cook County; Illinois","4067","790",
"1400000US17031730600","Census Tract 7306; Cook County; Illinois","3267","853",
"1400000US17031730700","Census Tract 7307; Cook County; Illinois","2005","442",
"1400000US17031740100","Census Tract 7401; Cook County; Illinois","3003","394",
"1400000US17031740200","Census Tract 7402; Cook County; Illinois","6192","716",
"1400000US17031740300","Census Tract 7403; Cook County; Illinois","5266","529",
"1400000US17031740400","Census Tract 7404; Cook County; Illinois","4598","626",
"1400000US17031750100","Census Tract 7501; Cook County; Illinois","3246","582",
"1400000US17031750200","Census Tract 7502; Cook County; Illinois","3079","557",
"1400000US17031750300","Census Tract 7503; Cook County; Illinois","2493","429",
"1400000US17031750400","Census Tract 7504; Cook County; Illinois","3142","422",
"1400000US17031750500","Census Tract 7505; Cook County; Illinois","5487","1037",
"1400000US17031750600","Census Tract 7506; Cook County; Illinois","3418","752",
"1400000US17031760801","Census Tract 7608.01; Cook County; Illinois","4804","588",
"1400000US17031760802","Census Tract 7608.02; Cook County; Illinois","2280","236",
"1400000US17031760803","Census Tract 7608.03; Cook County; Illinois","7061","1133",
"1400000US17031770201","Census Tract 7702.01; Cook County; Illinois","5871","717",
"1400000US17031770202","Census Tract 7702.02; Cook County; Illinois","4439","685",
"1400000US17031770300","Census Tract 7703; Cook County; Illinois","6900","892",
"1400000US17031770400","Census Tract 7704; Cook County; Illinois","4625","706",
"1400000US17031770500","Census Tract 7705; Cook County; Illinois","4292","665",
"1400000US17031770601","Census Tract 7706.01; Cook County; Illinois","3443","630",
"1400000US17031770602","Census Tract 7706.02; Cook County; Illinois","4220","522",
"1400000US17031770700","Census Tract 7707; Cook County; Illinois","2359","347",
"1400000US17031770800","Census Tract 7708; Cook County; Illinois","5836","621",
"1400000US17031770901","Census Tract 7709.01; Cook County; Illinois","4918","558",
"1400000US17031770902","Census Tract 7709.02; Cook County; Illinois","3911","495",
"1400000US17031800100","Census Tract 8001; Cook County; Illinois","2354","382",
"1400000US17031800200","Census Tract 8002; Cook County; Illinois","6347","380",
"1400000US17031800300","Census Tract 8003; Cook County; Illinois","3391","384",
"1400000US17031800400","Census Tract 8004; Cook County; Illinois","3799","355",
"1400000US17031800500","Census Tract 8005; Cook County; Illinois","5264","479",
"1400000US17031800600","Census Tract 8006; Cook County; Illinois","2421","253",
"1400000US17031800700","Census Tract 8007; Cook County; Illinois","4984","557",
"1400000US17031800800","Census Tract 8008; Cook County; Illinois","2322","202",
"1400000US17031800900","Census Tract 8009; Cook County; Illinois","4371","427",
"1400000US17031801000","Census Tract 8010; Cook County; Illinois","5091","513",
"1400000US17031801100","Census Tract 8011; Cook County; Illinois","4961","725",
"1400000US17031801200","Census Tract 8012; Cook County; Illinois","3509","339",
"1400000US17031801300","Census Tract 8013; Cook County; Illinois","4461","451",
"1400000US17031801400","Census Tract 8014; Cook County; Illinois","2886","98",
"1400000US17031801500","Census Tract 8015; Cook County; Illinois","6219","582",
"1400000US17031801601","Census Tract 8016.01; Cook County; Illinois","4570","405",
"1400000US17031801603","Census Tract 8016.03; Cook County; Illinois","3656","471",
"1400000US17031801605","Census Tract 8016.05; Cook County; Illinois","5607","801",
"1400000US17031801606","Census Tract 8016.06; Cook County; Illinois","7212","1263",
"1400000US17031801607","Census Tract 8016.07; Cook County; Illinois","5910","801",
"1400000US17031801608","Census Tract 8016.08; Cook County; Illinois","6318","610",
"1400000US17031801701","Census Tract 8017.01; Cook County; Illinois","3469","365",
"1400000US17031801702","Census Tract 8017.02; Cook County; Illinois","4950","718",
"1400000US17031801800","Census Tract 8018; Cook County; Illinois","6173","764",
"1400000US17031801901","Census Tract 8019.01; Cook County; Illinois","4634","456",
"1400000US17031801902","Census Tract 8019.02; Cook County; Illinois","3747","563",
"1400000US17031802002","Census Tract 8020.02; Cook County; Illinois","4720","432",
"1400000US17031802003","Census Tract 8020.03; Cook County; Illinois","2376","233",
"1400000US17031802004","Census Tract 8020.04; Cook County; Illinois","5982","1021",
"1400000US17031802100","Census Tract 8021; Cook County; Illinois","3672","468",
"1400000US17031802200","Census Tract 8022; Cook County; Illinois","4853","582",
"1400000US17031802300","Census Tract 8023; Cook County; Illinois","5606","518",
"1400000US17031802402","Census Tract 8024.02; Cook County; Illinois","5739","768",
"1400000US17031802403","Census Tract 8024.03; Cook County; Illinois","1517","177",
"1400000US17031802404","Census Tract 8024.04; Cook County; Illinois","7892","870",
"1400000US17031802503","Census Tract 8025.03; Cook County; Illinois","7232","1452",
"1400000US17031802504","Census Tract 8025.04; Cook County; Illinois","6373","1167",
"1400000US17031802505","Census Tract 8025.05; Cook County; Illinois","6157","758",
"1400000US17031802506","Census Tract 8025.06; Cook County; Illinois","2393","497",
"1400000US17031802605","Census Tract 8026.05; Cook County; Illinois","7035","766",
"1400000US17031802607","Census Tract 8026.07; Cook County; Illinois","1421","204",
"1400000US17031802608","Census Tract 8026.08; Cook County; Illinois","5687","519",
"1400000US17031802609","Census Tract 8026.09; Cook County; Illinois","6525","845",
"1400000US17031802610","Census Tract 8026.10; Cook County; Illinois","1978","390",
"1400000US17031802701","Census Tract 8027.01; Cook County; Illinois","6972","803",
"1400000US17031802702","Census Tract 8027.02; Cook County; Illinois","4370","674",
"1400000US17031802801","Census Tract 8028.01; Cook County; Illinois","4712","387",
"1400000US17031802802","Census Tract 8028.02; Cook County; Illinois","6375","813",
"1400000US17031802900","Census Tract 8029; Cook County; Illinois","5993","588",
"1400000US17031803005","Census Tract 8030.05; Cook County; Illinois","2860","469",
"1400000US17031803007","Census Tract 8030.07; Cook County; Illinois","5092","609",
"1400000US17031803008","Census Tract 8030.08; Cook County; Illinois","4720","578",
"1400000US17031803010","Census Tract 8030.10; Cook County; Illinois","4351","335",
"1400000US17031803012","Census Tract 8030.12; Cook County; Illinois","2135","258",
"1400000US17031803013","Census Tract 8030.13; Cook County; Illinois","5690","964",
"1400000US17031803014","Census Tract 8030.14; Cook County; Illinois","3543","435",
"1400000US17031803015","Census Tract 8030.15; Cook County; Illinois","4520","474",
"1400000US17031803016","Census Tract 8030.16; Cook County; Illinois","2537","329",
"1400000US17031803017","Census Tract 8030.17; Cook County; Illinois","6520","745",
"1400000US17031803100","Census Tract 8031; Cook County; Illinois","3545","406",
"1400000US17031803200","Census Tract 8032; Cook County; Illinois","4961","550",
"1400000US17031803300","Census Tract 8033; Cook County; Illinois","5529","631",
"1400000US17031803400","Census Tract 8034; Cook County; Illinois","6398","965",
"1400000US17031803500","Census Tract 8035; Cook County; Illinois","5238","510",
"1400000US17031803603","Census Tract 8036.03; Cook County; Illinois","6489","532",
"1400000US17031803604","Census Tract 8036.04; Cook County; Illinois","4446","548",
"1400000US17031803605","Census Tract 8036.05; Cook County; Illinois","6237","663",
"1400000US17031803607","Census Tract 8036.07; Cook County; Illinois","4434","647",
"1400000US17031803608","Census Tract 8036.08; Cook County; Illinois","7939","1024",
"1400000US17031803611","Census Tract 8036.11; Cook County; Illinois","6341","1088",
"1400000US17031803612","Census Tract 8036.12; Cook County; Illinois","3379","571",
"1400000US17031803613","Census Tract 8036.13; Cook County; Illinois","3167","854",
"1400000US17031803614","Census Tract 8036.14; Cook County; Illinois","3965","449",
"1400000US17031803615","Census Tract 8036.15; Cook County; Illinois","2460","354",
"1400000US17031803616","Census Tract 8036.16; Cook County; Illinois","4842","1007",
"1400000US17031803701","Census Tract 8037.01; Cook County; Illinois","2795","313",
"1400000US17031803702","Census Tract 8037.02; Cook County; Illinois","6098","754",
"1400000US17031803800","Census Tract 8038; Cook County; Illinois","4145","501",
"1400000US17031803901","Census Tract 8039.01; Cook County; Illinois","3626","522",
"1400000US17031803902","Census Tract 8039.02; Cook County; Illinois","3409","469",
"1400000US17031804000","Census Tract 8040; Cook County; Illinois","4705","503",
"1400000US17031804102","Census Tract 8041.02; Cook County; Illinois","7027","451",
"1400000US17031804104","Census Tract 8041.04; Cook County; Illinois","4940","593",
